"","interaction_name","pathway_name","ligand","receptor","agonist","antagonist","co_A_receptor","co_I_receptor","evidence","annotation","interaction_name_2"
"WNT8B_FZD1_LRP5","WNT8B_FZD1_LRP5","WNT","Wnt8b","FZD1_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8b  - (Fzd1+Lrp5)"
"WNT8B_FZD10_LRP5","WNT8B_FZD10_LRP5","WNT","Wnt8b","FZD10_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8b  - (Fzd10+Lrp5)"
"WNT8B_FZD2_LRP5","WNT8B_FZD2_LRP5","WNT","Wnt8b","FZD2_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8b  - (Fzd2+Lrp5)"
"WNT8B_FZD3_LRP5","WNT8B_FZD3_LRP5","WNT","Wnt8b","FZD3_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8b  - (Fzd3+Lrp5)"
"WNT8B_FZD4_LRP5","WNT8B_FZD4_LRP5","WNT","Wnt8b","FZD4_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8b  - (Fzd4+Lrp5)"
"WNT8B_FZD5_LRP5","WNT8B_FZD5_LRP5","WNT","Wnt8b","FZD5_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8b  - (Fzd5+Lrp5)"
"WNT8B_FZD6_LRP5","WNT8B_FZD6_LRP5","WNT","Wnt8b","FZD6_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8b  - (Fzd6+Lrp5)"
"WNT8B_FZD7_LRP5","WNT8B_FZD7_LRP5","WNT","Wnt8b","FZD7_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8b  - (Fzd7+Lrp5)"
"WNT8B_FZD8_LRP5","WNT8B_FZD8_LRP5","WNT","Wnt8b","FZD8_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8b  - (Fzd8+Lrp5)"
"WNT8B_FZD9_LRP5","WNT8B_FZD9_LRP5","WNT","Wnt8b","FZD9_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8b  - (Fzd9+Lrp5)"
"WNT9A_FZD1_LRP5","WNT9A_FZD1_LRP5","WNT","Wnt9a","FZD1_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd1+Lrp5)"
"WNT9A_FZD10_LRP5","WNT9A_FZD10_LRP5","WNT","Wnt9a","FZD10_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd10+Lrp5)"
"WNT9A_FZD2_LRP5","WNT9A_FZD2_LRP5","WNT","Wnt9a","FZD2_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd2+Lrp5)"
"WNT9A_FZD3_LRP5","WNT9A_FZD3_LRP5","WNT","Wnt9a","FZD3_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd3+Lrp5)"
"WNT9A_FZD4_LRP5","WNT9A_FZD4_LRP5","WNT","Wnt9a","FZD4_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd4+Lrp5)"
"WNT9A_FZD5_LRP5","WNT9A_FZD5_LRP5","WNT","Wnt9a","FZD5_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd5+Lrp5)"
"WNT9A_FZD6_LRP5","WNT9A_FZD6_LRP5","WNT","Wnt9a","FZD6_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd6+Lrp5)"
"WNT9A_FZD7_LRP5","WNT9A_FZD7_LRP5","WNT","Wnt9a","FZD7_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd7+Lrp5)"
"WNT9A_FZD8_LRP5","WNT9A_FZD8_LRP5","WNT","Wnt9a","FZD8_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd8+Lrp5)"
"WNT9A_FZD9_LRP5","WNT9A_FZD9_LRP5","WNT","Wnt9a","FZD9_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd9+Lrp5)"
"WNT10A_FZD1_LRP6","WNT10A_FZD1_LRP6","WNT","Wnt10a","FZD1_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10a  - (Fzd1+Lrp6)"
"WNT10A_FZD10_LRP6","WNT10A_FZD10_LRP6","WNT","Wnt10a","FZD10_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10a  - (Fzd10+Lrp6)"
"WNT10A_FZD2_LRP6","WNT10A_FZD2_LRP6","WNT","Wnt10a","FZD2_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10a  - (Fzd2+Lrp6)"
"WNT10A_FZD3_LRP6","WNT10A_FZD3_LRP6","WNT","Wnt10a","FZD3_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10a  - (Fzd3+Lrp6)"
"WNT10A_FZD4_LRP6","WNT10A_FZD4_LRP6","WNT","Wnt10a","FZD4_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10a  - (Fzd4+Lrp6)"
"WNT10A_FZD5_LRP6","WNT10A_FZD5_LRP6","WNT","Wnt10a","FZD5_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10a  - (Fzd5+Lrp6)"
"WNT10A_FZD6_LRP6","WNT10A_FZD6_LRP6","WNT","Wnt10a","FZD6_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10a  - (Fzd6+Lrp6)"
"WNT10A_FZD7_LRP6","WNT10A_FZD7_LRP6","WNT","Wnt10a","FZD7_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10a  - (Fzd7+Lrp6)"
"WNT10A_FZD8_LRP6","WNT10A_FZD8_LRP6","WNT","Wnt10a","FZD8_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10a  - (Fzd8+Lrp6)"
"WNT10A_FZD9_LRP6","WNT10A_FZD9_LRP6","WNT","Wnt10a","FZD9_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10a  - (Fzd9+Lrp6)"
"WNT10B_FZD1_LRP6","WNT10B_FZD1_LRP6","WNT","Wnt10b","FZD1_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10b  - (Fzd1+Lrp6)"
"WNT10B_FZD10_LRP6","WNT10B_FZD10_LRP6","WNT","Wnt10b","FZD10_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10b  - (Fzd10+Lrp6)"
"WNT10B_FZD2_LRP6","WNT10B_FZD2_LRP6","WNT","Wnt10b","FZD2_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10b  - (Fzd2+Lrp6)"
"WNT10B_FZD3_LRP6","WNT10B_FZD3_LRP6","WNT","Wnt10b","FZD3_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10b  - (Fzd3+Lrp6)"
"WNT10B_FZD4_LRP6","WNT10B_FZD4_LRP6","WNT","Wnt10b","FZD4_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10b  - (Fzd4+Lrp6)"
"WNT10B_FZD5_LRP6","WNT10B_FZD5_LRP6","WNT","Wnt10b","FZD5_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10b  - (Fzd5+Lrp6)"
"WNT10B_FZD6_LRP6","WNT10B_FZD6_LRP6","WNT","Wnt10b","FZD6_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10b  - (Fzd6+Lrp6)"
"WNT10B_FZD7_LRP6","WNT10B_FZD7_LRP6","WNT","Wnt10b","FZD7_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10b  - (Fzd7+Lrp6)"
"WNT10B_FZD8_LRP6","WNT10B_FZD8_LRP6","WNT","Wnt10b","FZD8_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10b  - (Fzd8+Lrp6)"
"WNT10B_FZD9_LRP6","WNT10B_FZD9_LRP6","WNT","Wnt10b","FZD9_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10b  - (Fzd9+Lrp6)"
"WNT2_FZD1_LRP6","WNT2_FZD1_LRP6","WNT","Wnt2","FZD1_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2  - (Fzd1+Lrp6)"
"WNT2_FZD10_LRP6","WNT2_FZD10_LRP6","WNT","Wnt2","FZD10_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2  - (Fzd10+Lrp6)"
"WNT2_FZD2_LRP6","WNT2_FZD2_LRP6","WNT","Wnt2","FZD2_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2  - (Fzd2+Lrp6)"
"WNT2_FZD3_LRP6","WNT2_FZD3_LRP6","WNT","Wnt2","FZD3_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2  - (Fzd3+Lrp6)"
"WNT2_FZD4_LRP6","WNT2_FZD4_LRP6","WNT","Wnt2","FZD4_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2  - (Fzd4+Lrp6)"
"WNT2_FZD5_LRP6","WNT2_FZD5_LRP6","WNT","Wnt2","FZD5_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2  - (Fzd5+Lrp6)"
"WNT2_FZD6_LRP6","WNT2_FZD6_LRP6","WNT","Wnt2","FZD6_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2  - (Fzd6+Lrp6)"
"WNT2_FZD7_LRP6","WNT2_FZD7_LRP6","WNT","Wnt2","FZD7_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2  - (Fzd7+Lrp6)"
"WNT2_FZD8_LRP6","WNT2_FZD8_LRP6","WNT","Wnt2","FZD8_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2  - (Fzd8+Lrp6)"
"WNT2_FZD9_LRP6","WNT2_FZD9_LRP6","WNT","Wnt2","FZD9_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2  - (Fzd9+Lrp6)"
"WNT2B_FZD1_LRP6","WNT2B_FZD1_LRP6","WNT","Wnt2b","FZD1_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2b  - (Fzd1+Lrp6)"
"WNT2B_FZD10_LRP6","WNT2B_FZD10_LRP6","WNT","Wnt2b","FZD10_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2b  - (Fzd10+Lrp6)"
"WNT2B_FZD2_LRP6","WNT2B_FZD2_LRP6","WNT","Wnt2b","FZD2_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2b  - (Fzd2+Lrp6)"
"WNT2B_FZD3_LRP6","WNT2B_FZD3_LRP6","WNT","Wnt2b","FZD3_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2b  - (Fzd3+Lrp6)"
"WNT2B_FZD4_LRP6","WNT2B_FZD4_LRP6","WNT","Wnt2b","FZD4_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2b  - (Fzd4+Lrp6)"
"WNT2B_FZD5_LRP6","WNT2B_FZD5_LRP6","WNT","Wnt2b","FZD5_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2b  - (Fzd5+Lrp6)"
"WNT2B_FZD6_LRP6","WNT2B_FZD6_LRP6","WNT","Wnt2b","FZD6_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2b  - (Fzd6+Lrp6)"
"WNT2B_FZD7_LRP6","WNT2B_FZD7_LRP6","WNT","Wnt2b","FZD7_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2b  - (Fzd7+Lrp6)"
"WNT2B_FZD8_LRP6","WNT2B_FZD8_LRP6","WNT","Wnt2b","FZD8_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2b  - (Fzd8+Lrp6)"
"WNT2B_FZD9_LRP6","WNT2B_FZD9_LRP6","WNT","Wnt2b","FZD9_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2b  - (Fzd9+Lrp6)"
"WNT3_FZD1_LRP6","WNT3_FZD1_LRP6","WNT","Wnt3","FZD1_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt3  - (Fzd1+Lrp6)"
"WNT3_FZD10_LRP6","WNT3_FZD10_LRP6","WNT","Wnt3","FZD10_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt3  - (Fzd10+Lrp6)"
"WNT3_FZD2_LRP6","WNT3_FZD2_LRP6","WNT","Wnt3","FZD2_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt3  - (Fzd2+Lrp6)"
"WNT3_FZD3_LRP6","WNT3_FZD3_LRP6","WNT","Wnt3","FZD3_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt3  - (Fzd3+Lrp6)"
"WNT3_FZD4_LRP6","WNT3_FZD4_LRP6","WNT","Wnt3","FZD4_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt3  - (Fzd4+Lrp6)"
"WNT3_FZD5_LRP6","WNT3_FZD5_LRP6","WNT","Wnt3","FZD5_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt3  - (Fzd5+Lrp6)"
"WNT3_FZD6_LRP6","WNT3_FZD6_LRP6","WNT","Wnt3","FZD6_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt3  - (Fzd6+Lrp6)"
"WNT3_FZD7_LRP6","WNT3_FZD7_LRP6","WNT","Wnt3","FZD7_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt3  - (Fzd7+Lrp6)"
"WNT3_FZD8_LRP6","WNT3_FZD8_LRP6","WNT","Wnt3","FZD8_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt3  - (Fzd8+Lrp6)"
"WNT3_FZD9_LRP6","WNT3_FZD9_LRP6","WNT","Wnt3","FZD9_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt3  - (Fzd9+Lrp6)"
"WNT6_FZD1_LRP6","WNT6_FZD1_LRP6","WNT","Wnt6","FZD1_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd1+Lrp6)"
"WNT6_FZD10_LRP6","WNT6_FZD10_LRP6","WNT","Wnt6","FZD10_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd10+Lrp6)"
"WNT6_FZD2_LRP6","WNT6_FZD2_LRP6","WNT","Wnt6","FZD2_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd2+Lrp6)"
"WNT6_FZD3_LRP6","WNT6_FZD3_LRP6","WNT","Wnt6","FZD3_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd3+Lrp6)"
"WNT6_FZD4_LRP6","WNT6_FZD4_LRP6","WNT","Wnt6","FZD4_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd4+Lrp6)"
"WNT6_FZD5_LRP6","WNT6_FZD5_LRP6","WNT","Wnt6","FZD5_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd5+Lrp6)"
"WNT6_FZD6_LRP6","WNT6_FZD6_LRP6","WNT","Wnt6","FZD6_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd6+Lrp6)"
"WNT6_FZD7_LRP6","WNT6_FZD7_LRP6","WNT","Wnt6","FZD7_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd7+Lrp6)"
"WNT6_FZD8_LRP6","WNT6_FZD8_LRP6","WNT","Wnt6","FZD8_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd8+Lrp6)"
"WNT6_FZD9_LRP6","WNT6_FZD9_LRP6","WNT","Wnt6","FZD9_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd9+Lrp6)"
"WNT8B_FZD1_LRP6","WNT8B_FZD1_LRP6","WNT","Wnt8b","FZD1_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8b  - (Fzd1+Lrp6)"
"WNT8B_FZD10_LRP6","WNT8B_FZD10_LRP6","WNT","Wnt8b","FZD10_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8b  - (Fzd10+Lrp6)"
"WNT8B_FZD2_LRP6","WNT8B_FZD2_LRP6","WNT","Wnt8b","FZD2_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8b  - (Fzd2+Lrp6)"
"WNT8B_FZD3_LRP6","WNT8B_FZD3_LRP6","WNT","Wnt8b","FZD3_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8b  - (Fzd3+Lrp6)"
"WNT8B_FZD4_LRP6","WNT8B_FZD4_LRP6","WNT","Wnt8b","FZD4_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8b  - (Fzd4+Lrp6)"
"WNT8B_FZD5_LRP6","WNT8B_FZD5_LRP6","WNT","Wnt8b","FZD5_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8b  - (Fzd5+Lrp6)"
"WNT8B_FZD6_LRP6","WNT8B_FZD6_LRP6","WNT","Wnt8b","FZD6_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8b  - (Fzd6+Lrp6)"
"WNT8B_FZD7_LRP6","WNT8B_FZD7_LRP6","WNT","Wnt8b","FZD7_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8b  - (Fzd7+Lrp6)"
"WNT8B_FZD8_LRP6","WNT8B_FZD8_LRP6","WNT","Wnt8b","FZD8_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8b  - (Fzd8+Lrp6)"
"WNT8B_FZD9_LRP6","WNT8B_FZD9_LRP6","WNT","Wnt8b","FZD9_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8b  - (Fzd9+Lrp6)"
"WNT9A_FZD1_LRP6","WNT9A_FZD1_LRP6","WNT","Wnt9a","FZD1_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd1+Lrp6)"
"WNT9A_FZD10_LRP6","WNT9A_FZD10_LRP6","WNT","Wnt9a","FZD10_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd10+Lrp6)"
"WNT9A_FZD2_LRP6","WNT9A_FZD2_LRP6","WNT","Wnt9a","FZD2_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd2+Lrp6)"
"WNT9A_FZD3_LRP6","WNT9A_FZD3_LRP6","WNT","Wnt9a","FZD3_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd3+Lrp6)"
"WNT9A_FZD4_LRP6","WNT9A_FZD4_LRP6","WNT","Wnt9a","FZD4_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd4+Lrp6)"
"WNT9A_FZD5_LRP6","WNT9A_FZD5_LRP6","WNT","Wnt9a","FZD5_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd5+Lrp6)"
"WNT9A_FZD6_LRP6","WNT9A_FZD6_LRP6","WNT","Wnt9a","FZD6_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd6+Lrp6)"
"WNT9A_FZD7_LRP6","WNT9A_FZD7_LRP6","WNT","Wnt9a","FZD7_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd7+Lrp6)"
"WNT9A_FZD8_LRP6","WNT9A_FZD8_LRP6","WNT","Wnt9a","FZD8_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd8+Lrp6)"
