"","interaction_name","pathway_name","ligand","receptor","agonist","antagonist","co_A_receptor","co_I_receptor","evidence","annotation","interaction_name_2"
"WNT8B_FZD9_LRP5","WNT8B_FZD9_LRP5","WNT","Wnt8b","FZD9_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8b  - (Fzd9+Lrp5)"
"WNT10A_FZD1_LRP6","WNT10A_FZD1_LRP6","WNT","Wnt10a","FZD1_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10a  - (Fzd1+Lrp6)"
"WNT10A_FZD10_LRP6","WNT10A_FZD10_LRP6","WNT","Wnt10a","FZD10_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10a  - (Fzd10+Lrp6)"
"WNT10A_FZD2_LRP6","WNT10A_FZD2_LRP6","WNT","Wnt10a","FZD2_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10a  - (Fzd2+Lrp6)"
"WNT10A_FZD3_LRP6","WNT10A_FZD3_LRP6","WNT","Wnt10a","FZD3_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10a  - (Fzd3+Lrp6)"
"WNT10A_FZD4_LRP6","WNT10A_FZD4_LRP6","WNT","Wnt10a","FZD4_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10a  - (Fzd4+Lrp6)"
"WNT10A_FZD5_LRP6","WNT10A_FZD5_LRP6","WNT","Wnt10a","FZD5_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10a  - (Fzd5+Lrp6)"
"WNT10A_FZD6_LRP6","WNT10A_FZD6_LRP6","WNT","Wnt10a","FZD6_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10a  - (Fzd6+Lrp6)"
"WNT10A_FZD7_LRP6","WNT10A_FZD7_LRP6","WNT","Wnt10a","FZD7_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10a  - (Fzd7+Lrp6)"
"WNT10A_FZD8_LRP6","WNT10A_FZD8_LRP6","WNT","Wnt10a","FZD8_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10a  - (Fzd8+Lrp6)"
"WNT10A_FZD9_LRP6","WNT10A_FZD9_LRP6","WNT","Wnt10a","FZD9_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10a  - (Fzd9+Lrp6)"
"WNT3_FZD1_LRP6","WNT3_FZD1_LRP6","WNT","Wnt3","FZD1_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt3  - (Fzd1+Lrp6)"
"WNT3_FZD10_LRP6","WNT3_FZD10_LRP6","WNT","Wnt3","FZD10_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt3  - (Fzd10+Lrp6)"
"WNT3_FZD2_LRP6","WNT3_FZD2_LRP6","WNT","Wnt3","FZD2_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt3  - (Fzd2+Lrp6)"
"WNT3_FZD3_LRP6","WNT3_FZD3_LRP6","WNT","Wnt3","FZD3_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt3  - (Fzd3+Lrp6)"
"WNT3_FZD4_LRP6","WNT3_FZD4_LRP6","WNT","Wnt3","FZD4_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt3  - (Fzd4+Lrp6)"
"WNT3_FZD5_LRP6","WNT3_FZD5_LRP6","WNT","Wnt3","FZD5_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt3  - (Fzd5+Lrp6)"
"WNT3_FZD6_LRP6","WNT3_FZD6_LRP6","WNT","Wnt3","FZD6_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt3  - (Fzd6+Lrp6)"
"WNT3_FZD7_LRP6","WNT3_FZD7_LRP6","WNT","Wnt3","FZD7_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt3  - (Fzd7+Lrp6)"
"WNT3_FZD8_LRP6","WNT3_FZD8_LRP6","WNT","Wnt3","FZD8_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt3  - (Fzd8+Lrp6)"
"WNT3_FZD9_LRP6","WNT3_FZD9_LRP6","WNT","Wnt3","FZD9_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt3  - (Fzd9+Lrp6)"
"WNT6_FZD1_LRP6","WNT6_FZD1_LRP6","WNT","Wnt6","FZD1_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd1+Lrp6)"
"WNT6_FZD10_LRP6","WNT6_FZD10_LRP6","WNT","Wnt6","FZD10_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd10+Lrp6)"
"WNT6_FZD2_LRP6","WNT6_FZD2_LRP6","WNT","Wnt6","FZD2_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd2+Lrp6)"
"WNT6_FZD3_LRP6","WNT6_FZD3_LRP6","WNT","Wnt6","FZD3_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd3+Lrp6)"
"WNT6_FZD4_LRP6","WNT6_FZD4_LRP6","WNT","Wnt6","FZD4_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd4+Lrp6)"
"WNT6_FZD5_LRP6","WNT6_FZD5_LRP6","WNT","Wnt6","FZD5_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd5+Lrp6)"
"WNT6_FZD6_LRP6","WNT6_FZD6_LRP6","WNT","Wnt6","FZD6_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd6+Lrp6)"
"WNT6_FZD7_LRP6","WNT6_FZD7_LRP6","WNT","Wnt6","FZD7_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd7+Lrp6)"
"WNT6_FZD8_LRP6","WNT6_FZD8_LRP6","WNT","Wnt6","FZD8_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd8+Lrp6)"
"WNT6_FZD9_LRP6","WNT6_FZD9_LRP6","WNT","Wnt6","FZD9_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd9+Lrp6)"
"WNT7B_FZD1_LRP6","WNT7B_FZD1_LRP6","WNT","Wnt7b","FZD1_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7b  - (Fzd1+Lrp6)"
"WNT7B_FZD10_LRP6","WNT7B_FZD10_LRP6","WNT","Wnt7b","FZD10_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7b  - (Fzd10+Lrp6)"
"WNT7B_FZD2_LRP6","WNT7B_FZD2_LRP6","WNT","Wnt7b","FZD2_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7b  - (Fzd2+Lrp6)"
"WNT7B_FZD3_LRP6","WNT7B_FZD3_LRP6","WNT","Wnt7b","FZD3_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7b  - (Fzd3+Lrp6)"
"WNT7B_FZD4_LRP6","WNT7B_FZD4_LRP6","WNT","Wnt7b","FZD4_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7b  - (Fzd4+Lrp6)"
"WNT7B_FZD5_LRP6","WNT7B_FZD5_LRP6","WNT","Wnt7b","FZD5_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7b  - (Fzd5+Lrp6)"
"WNT7B_FZD6_LRP6","WNT7B_FZD6_LRP6","WNT","Wnt7b","FZD6_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7b  - (Fzd6+Lrp6)"
"WNT7B_FZD7_LRP6","WNT7B_FZD7_LRP6","WNT","Wnt7b","FZD7_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7b  - (Fzd7+Lrp6)"
"WNT7B_FZD8_LRP6","WNT7B_FZD8_LRP6","WNT","Wnt7b","FZD8_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7b  - (Fzd8+Lrp6)"
"WNT7B_FZD9_LRP6","WNT7B_FZD9_LRP6","WNT","Wnt7b","FZD9_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7b  - (Fzd9+Lrp6)"
"WNT8B_FZD1_LRP6","WNT8B_FZD1_LRP6","WNT","Wnt8b","FZD1_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8b  - (Fzd1+Lrp6)"
"WNT8B_FZD10_LRP6","WNT8B_FZD10_LRP6","WNT","Wnt8b","FZD10_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8b  - (Fzd10+Lrp6)"
"WNT8B_FZD2_LRP6","WNT8B_FZD2_LRP6","WNT","Wnt8b","FZD2_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8b  - (Fzd2+Lrp6)"
"WNT8B_FZD3_LRP6","WNT8B_FZD3_LRP6","WNT","Wnt8b","FZD3_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8b  - (Fzd3+Lrp6)"
"WNT8B_FZD4_LRP6","WNT8B_FZD4_LRP6","WNT","Wnt8b","FZD4_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8b  - (Fzd4+Lrp6)"
"WNT8B_FZD5_LRP6","WNT8B_FZD5_LRP6","WNT","Wnt8b","FZD5_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8b  - (Fzd5+Lrp6)"
"WNT8B_FZD6_LRP6","WNT8B_FZD6_LRP6","WNT","Wnt8b","FZD6_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8b  - (Fzd6+Lrp6)"
"WNT8B_FZD7_LRP6","WNT8B_FZD7_LRP6","WNT","Wnt8b","FZD7_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8b  - (Fzd7+Lrp6)"
"WNT8B_FZD8_LRP6","WNT8B_FZD8_LRP6","WNT","Wnt8b","FZD8_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8b  - (Fzd8+Lrp6)"
"WNT8B_FZD9_LRP6","WNT8B_FZD9_LRP6","WNT","Wnt8b","FZD9_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8b  - (Fzd9+Lrp6)"
"WNT5A_FZD1","WNT5A_FZD1","ncWNT","Wnt5a","Fzd1","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5a  - Fzd1"
"WNT5A_FZD4","WNT5A_FZD4","ncWNT","Wnt5a","Fzd4","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5a  - Fzd4"
"WNT5A_FZD5","WNT5A_FZD5","ncWNT","Wnt5a","Fzd5","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5a  - Fzd5"
"WNT5A_FZD7","WNT5A_FZD7","ncWNT","Wnt5a","Fzd7","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5a  - Fzd7"
"WNT5A_MCAM","WNT5A_MCAM","ncWNT","Wnt5a","Mcam","","","","","PMID: 24335906","Secreted Signaling","Wnt5a  - Mcam"
"WNT5B_FZD1","WNT5B_FZD1","ncWNT","Wnt5b","Fzd1","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5b  - Fzd1"
"WNT5B_FZD4","WNT5B_FZD4","ncWNT","Wnt5b","Fzd4","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5b  - Fzd4"
"WNT5B_FZD5","WNT5B_FZD5","ncWNT","Wnt5b","Fzd5","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5b  - Fzd5"
"WNT5B_FZD7","WNT5B_FZD7","ncWNT","Wnt5b","Fzd7","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5b  - Fzd7"
"EGF_EGFR","EGF_EGFR","EGF","Egf","Egfr","","","","","KEGG: mmu04012","Secreted Signaling","Egf  - Egfr"
"EGF_EGFR_ERBB2","EGF_EGFR_ERBB2","EGF","Egf","EGFR_ERBB2","","","","","KEGG: mmu04012","Secreted Signaling","Egf  - (Egfr+Erbb2)"
"BTC_EGFR","BTC_EGFR","EGF","Btc","Egfr","","","","","KEGG: mmu04012","Secreted Signaling","Btc  - Egfr"
"BTC_EGFR_ERBB2","BTC_EGFR_ERBB2","EGF","Btc","EGFR_ERBB2","","","","","KEGG: mmu04012","Secreted Signaling","Btc  - (Egfr+Erbb2)"
"BTC_ERBB2_ERBB4","BTC_ERBB2_ERBB4","EGF","Btc","ERBB2_ERBB4","","","","","KEGG: mmu04012","Secreted Signaling","Btc  - (Erbb2+Erbb4)"
"HBEGF_EGFR","HBEGF_EGFR","EGF","Hbegf","Egfr","","","","","KEGG: mmu04012","Secreted Signaling","Hbegf  - Egfr"
"HBEGF_EGFR_ERBB2","HBEGF_EGFR_ERBB2","EGF","Hbegf","EGFR_ERBB2","","","","","KEGG: mmu04012","Secreted Signaling","Hbegf  - (Egfr+Erbb2)"
"HBEGF_ERBB2_ERBB4","HBEGF_ERBB2_ERBB4","EGF","Hbegf","ERBB2_ERBB4","","","","","KEGG: mmu04012","Secreted Signaling","Hbegf  - (Erbb2+Erbb4)"
"EREG_EGFR","EREG_EGFR","EGF","Ereg","Egfr","","","","","KEGG: mmu04012","Secreted Signaling","Ereg  - Egfr"
"EREG_EGFR_ERBB2","EREG_EGFR_ERBB2","EGF","Ereg","EGFR_ERBB2","","","","","KEGG: mmu04012","Secreted Signaling","Ereg  - (Egfr+Erbb2)"
"EREG_ERBB2_ERBB4","EREG_ERBB2_ERBB4","EGF","Ereg","ERBB2_ERBB4","","","","","KEGG: mmu04012","Secreted Signaling","Ereg  - (Erbb2+Erbb4)"
"NRG3_ERBB2_ERBB4","NRG3_ERBB2_ERBB4","NRG","Nrg3","ERBB2_ERBB4","","","","","KEGG: mmu04012","Secreted Signaling","Nrg3  - (Erbb2+Erbb4)"
"NRG4_ERBB2_ERBB4","NRG4_ERBB2_ERBB4","NRG","Nrg4","ERBB2_ERBB4","","","","","KEGG: mmu04012","Secreted Signaling","Nrg4  - (Erbb2+Erbb4)"
"FGF10_FGFR2","FGF10_FGFR2","FGF","Fgf10","Fgfr2","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf10  - Fgfr2"
"FGF22_FGFR2","FGF22_FGFR2","FGF","Fgf22","Fgfr2","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf22  - Fgfr2"
"FGF9_FGFR2","FGF9_FGFR2","FGF","Fgf9","Fgfr2","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf9  - Fgfr2"
"VEGFA_VEGFR1","VEGFA_VEGFR1","VEGF","Vegfa","Flt1","","","","","KEGG: mmu04370; PMID: 16633338","Secreted Signaling","Vegfa  - Vegfr1"
"VEGFB_VEGFR1","VEGFB_VEGFR1","VEGF","Vegfb","Flt1","","","","","KEGG: mmu04370; PMID: 16633338","Secreted Signaling","Vegfb  - Vegfr1"
"VEGFC_VEGFR3","VEGFC_VEGFR3","VEGF","Vegfc","Flt4","","","","","KEGG: mmu04370; PMID: 16633338","Secreted Signaling","Vegfc  - Vegfr3"
"PGF_VEGFR1","PGF_VEGFR1","VEGF","Pgf","Flt1","","","","","KEGG: mmu04370; PMID: 16633338","Secreted Signaling","Pgf  - Vegfr1"
"VEGFA_VEGFR1R2","VEGFA_VEGFR1R2","VEGF","Vegfa","FLT1_KDR","","","VEGF activation receptor","","PMID: 16633338","Secreted Signaling","Vegfa  - Vegfr1r2"
"VEGFC_VEGFR2R3","VEGFC_VEGFR2R3","VEGF","Vegfc","FLT4_KDR","","","VEGF activation receptor","","PMID: 16633339","Secreted Signaling","Vegfc  - Vegfr2r3"
"IGF1_IGF1R","IGF1_IGF1R","IGF","Igf1","Igf1r","","IGF antagonist","","","PMID: 14604834","Secreted Signaling","Igf1  - Igf1r"
"IGF1_ITGAV_ITGB3","IGF1_ITGAV_ITGB3","IGF","Igf1","ITGAV_ITGB3","","IGF antagonist","","","PMID: 28190785; PMID: 28873464","Secreted Signaling","Igf1  - (Itgav+Itgb3)"
"INS2_INSSR","INS2_INSSR","INSULIN","Ins2","Insr","INSULIN agonist","","","INSULIN inhibition receptor","KEGG: mmu04911; PMID: 24633815","Secreted Signaling","Ins2  - Inssr"
"CCL5_CCR1L1","CCL5_CCR1L1","CCL","Ccl5","Ccr1l1","","","","","KEGG: mmu04060","Secreted Signaling","Ccl5  - Ccr1l1"
"CCL3_CCR1L1","CCL3_CCR1L1","CCL","Ccl3","Ccr1l1","","","","","KEGG: mmu04060","Secreted Signaling","Ccl3  - Ccr1l1"
"CCL7_CCR1L1","CCL7_CCR1L1","CCL","Ccl7","Ccr1l1","","","","","KEGG: mmu04060","Secreted Signaling","Ccl7  - Ccr1l1"
"CCL5_CCR3","CCL5_CCR3","CCL","Ccl5","Ccr3","","","","","KEGG: mmu04060","Secreted Signaling","Ccl5  - Ccr3"
"CCL7_CCR3","CCL7_CCR3","CCL","Ccl7","Ccr3","","","","","KEGG: mmu04060","Secreted Signaling","Ccl7  - Ccr3"
"CCL11_CCR3","CCL11_CCR3","CCL","Ccl11","Ccr3","","","","","KEGG: mmu04060","Secreted Signaling","Ccl11  - Ccr3"
"CCL26_CCR3","CCL26_CCR3","CCL","Ccl26","Ccr3","","","","","KEGG: mmu04060","Secreted Signaling","Ccl26  - Ccr3"
"CCL27A_CCR3","CCL27A_CCR3","CCL","Ccl27a","Ccr3","","","","","KEGG: mmu04060","Secreted Signaling","Ccl27a  - Ccr3"
"CXCL1_CXCR1","CXCL1_CXCR1","CXCL","Cxcl1","Cxcr1","","","","","KEGG: mmu04060","Secreted Signaling","Cxcl1  - Cxcr1"
"CXCL2_CXCR1","CXCL2_CXCR1","CXCL","Cxcl2","Cxcr1","","","","","KEGG: mmu04060","Secreted Signaling","Cxcl2  - Cxcr1"
"CXCL3_CXCR1","CXCL3_CXCR1","CXCL","Cxcl3","Cxcr1","","","","","KEGG: mmu04060","Secreted Signaling","Cxcl3  - Cxcr1"
"CXCL10_CXCR3","CXCL10_CXCR3","CXCL","Cxcl10","Cxcr3","","","","","KEGG: mmu04060","Secreted Signaling","Cxcl10  - Cxcr3"
"CXCL13_CXCR3","CXCL13_CXCR3","CXCL","Cxcl13","Cxcr3","","","","","KEGG: mmu04060","Secreted Signaling","Cxcl13  - Cxcr3"
"CXCL12_CXCR4","CXCL12_CXCR4","CXCL","Cxcl12","Cxcr4","","","","","KEGG: mmu04060","Secreted Signaling","Cxcl12  - Cxcr4"
"CXCL12_ACKR3","CXCL12_ACKR3","CXCL","Cxcl12","Ackr3","","","","","KEGG: mmu04060","Secreted Signaling","Cxcl12  - Ackr3"
"CXCL16_CXCR6","CXCL16_CXCR6","CXCL","Cxcl16","Cxcr6","","","","","KEGG: mmu04060","Secreted Signaling","Cxcl16  - Cxcr6"
"MIF_CD74_CXCR4","MIF_CD74_CXCR4","MIF","Mif","CD74_CXCR4","","","","","PMID: 29637711; PMID: 24760155","Secreted Signaling","Mif  - (Cd74+Cxcr4)"
"MIF_ACKR3","MIF_ACKR3","MIF","Mif","Ackr3","","","","","PMID: 26175090","Secreted Signaling","Mif  - Ackr3"
"IL7_IL7R_IL2RG","IL7_IL7R_IL2RG","IL2","Il7","IL7R_IL2RG","","","","","KEGG: mmu04060","Secreted Signaling","Il7  - (Il7r+Il2rg)"
"IL15_IL15RA_IL2RB","IL15_IL15RA_IL2RB","IL2","Il15","IL15RA_IL2RB","","","","","KEGG: mmu04060","Secreted Signaling","Il15  - (Il15ra+Il2rb)"
"IL21_IL21R_IL2RG","IL21_IL21R_IL2RG","IL2","Il21","IL21R_IL2RG","","","","","KEGG: mmu04060","Secreted Signaling","Il21  - (Il21r+Il2rg)"
"TSLP_IL7R_CRLF2","TSLP_IL7R_CRLF2","IL2","Tslp","IL7R_CRLF2","","","","","KEGG: mmu04060","Secreted Signaling","Tslp  - (Il7r+Crlf2)"
"IL6_IL6R_IL6ST","IL6_IL6R_IL6ST","IL6","Il6","IL6R_IL6ST","","","","","KEGG: mmu04060","Secreted Signaling","Il6  - (Il6r+Il6st)"
"IL12B_IL12RB1_IL12RB2","IL12B_IL12RB1_IL12RB2","IL12","IL12AB","IL12RB1_IL12RB2","","","","","PMID: 26918147","Secreted Signaling","Il12b  - (Il12rb1+Il12rb2)"
"IL23A_IL23R_IL12RB1","IL23A_IL23R_IL12RB1","IL12","IL23 complex","IL23R_IL12RB1","","","","","PMID: 11114383","Secreted Signaling","Il23a  - (Il23r+Il12rb1)"
"EBI3_IL27RA_IL6ST","EBI3_IL27RA_IL6ST","IL12","IL27 complex","IL27RA_IL6ST","","","","","PMID: 25861977","Secreted Signaling","Ebi3  - (Il27ra+Il6st)"
"CLCF1_CNTFR_LIFR","CLCF1_CNTFR_LIFR","LIFR","Clcf1","CNTFR_LIFR","","","","","KEGG: mmu04060","Secreted Signaling","Clcf1  - (Cntfr+Lifr)"
"OSM_LIFR_IL6ST","OSM_LIFR_IL6ST","OSM","Osm","LIFR_IL6ST","","","","","KEGG: mmu04060","Secreted Signaling","Osm  - (Lifr+Il6st)"
"IL10_IL10RA_IL10RB","IL10_IL10RA_IL10RB","IL10","Il10","IL10RA_IL10RB","","","","","KEGG: mmu04060","Secreted Signaling","Il10  - (Il10ra+Il10rb)"
"IL24_IL20RA_IL20RB","IL24_IL20RA_IL20RB","IL10","Il24","IL20RA_IL20RB","","","","","KEGG: mmu04060","Secreted Signaling","Il24  - (Il20ra+Il20rb)"
"IL24_IL22RA1_IL20RB","IL24_IL22RA1_IL20RB","IL10","Il24","IL22RA1_IL20RB","","","","","KEGG: mmu04060","Secreted Signaling","Il24  - (Il22ra1+Il20rb)"
"IL1A_IL1R1_IL1RAP","IL1A_IL1R1_IL1RAP","IL1","Il1a","IL1R1_IL1RAP","","IL antagonist","","IL1 inhibition receptor","KEGG: mmu04060","Secreted Signaling","Il1a  - (Il1r1+Il1rap)"
"IL1B_IL1R1_IL1RAP","IL1B_IL1R1_IL1RAP","IL1","Il1b","IL1R1_IL1RAP","","IL antagonist","","IL1 inhibition receptor","KEGG: mmu04060","Secreted Signaling","Il1b  - (Il1r1+Il1rap)"
"IL18_IL18R1_IL18RAP","IL18_IL18R1_IL18RAP","IL1","Il18","IL18R1_IL18RAP","","","","","KEGG: mmu04060","Secreted Signaling","Il18  - (Il18r1+Il18rap)"
"IL33_IL1RL1_IL1RAP","IL33_IL1RL1_IL1RAP","IL1","Il33","IL1RL1_IL1RAP","","","","","KEGG: mmu04060","Secreted Signaling","Il33  - (Il1rl1+Il1rap)"
"IL17C_IL17RA_IL17RE","IL17C_IL17RA_IL17RE","IL17","Il17c","IL17RA_IL17RE","","","","","KEGG: mmu04060","Secreted Signaling","Il17c  - (Il17ra+Il17re)"
"IL16_CD4","IL16_CD4","IL16","Il16","Cd4","","","","","KEGG: mmu04060","Secreted Signaling","Il16  - Cd4"
"GH1_GHR","GH1_GHR","GH","Gh","Ghr","","","","","KEGG: mmu04060","Secreted Signaling","Gh1  - Ghr"
"IFNK_IFNAR1_IFNAR2","IFNK_IFNAR1_IFNAR2","IFN-I","Ifnk","IFNAR1_IFNAR2","","","","","KEGG: mmu04060","Secreted Signaling","Ifnk  - (Ifnar1+Ifnar2)"
"IFNG_IFNGR1_IFNGR2","IFNG_IFNGR1_IFNGR2","IFN-II","Ifng","IFNGR1_IFNGR2","","","","","KEGG: mmu04060","Secreted Signaling","Ifng  - (Ifngr1+Ifngr2)"
"LTA_LTB_LTBR","LTA_LTB_LTBR","LT","LTa1b2","Ltbr","","","","","PMID: 24248355","Secreted Signaling","Lta  - (Ltb+Ltbr)"
